,dataSetName,archiveType,geo_meanLat,geo_meanLon,geo_meanElev,paleoData_variableName,paleoData_units,paleoData_proxy,paleoData_proxyGeneral,time_variableName,compilationName,TSID
80,Asi-NEPA025.Krusic.2013,tree,29.52,82.03,4000.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_173
81,Asi-PAKI029.Cook.2013,tree,35.83,74.33,3200.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_200
82,Asi-NEPA018.Krusic.2013,tree,27.73,86.33,3600.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_171
83,Arc-LakeNataujaervi.Ojala.2005,lake sediment,61.81,24.68,103.7,X_radiograph_dark_layer,dark_sum,varve property,,year,Pages2kTemperature,Arc_025
84,NAm-PearlPeak.Graybill.1994,tree,40.2,-115.5,3170.0,trsgi,,TRW,,year,Pages2kTemperature,NAm_3004
85,Ocn-NewIrelandPapua.Alibert.2008,coral,-2.5,150.5,-8.0,Sr_Ca,mmol/mol,Sr/Ca,,year,Pages2kTemperature,Ocean2kHR_143
86,Asi-UULMND.Schweingruber.2002,tree,50.48,87.65,2150.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_016
88,Aus-Oroko.Cook.2002,tree,-43.23,170.28,110.0,temperature,degC,TRW,,year,Pages2kTemperature,Aus_057
89,Asi-TW001.Wright.2010,tree,24.53,121.38,3800.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_227
90,Ocn-Clipperton2b.Wu.2014,coral,10.2773,-109.2131,-13.0,Sr_Ca,mmol/mol,Sr/Ca,,year,Pages2kTemperature,Ocean2kHR_185
91,Ocn-NorthIceland.Sicre.2011,marine sediment,66.55,-17.42,-470.0,temperature,degC,alkenone,,year,Pages2kTemperature,O2kLR_045
92,Ocn-Rarotonga_d18O2R.Linsley.2006,coral,-21.2378,-159.8278,-18.3,d18O,permil,d18O,,year,Pages2kTemperature,Ocean2kHR_147
93,Asi-KYRG014.Solomina.2013,tree,42.42,78.97,69.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_137
96,Asi-MONG021.Jacoby.2010,tree,48.35,107.47,2900.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_145
98,Asi-ESPERG.PAGES2k.2013,tree,40.17,72.58,2500.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_131
99,NAm-HornbyCabin.Jacoby.1989,tree,64.0,-103.9,160.0,trsgi,,TRW,,year,Pages2kTemperature,NAm_1408
100,NAm-MinersWell.Wiles.2000,tree,60.0,-141.7,650.0,trsgi,,TRW,,year,Pages2kTemperature,NAm_184
101,Asi-CHIN063.Shao.2013,tree,36.75,98.22,3040.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_097
102,Ocn-EmeraldBasin.Keigwin.2007,marine sediment,43.53,-62.48,-250.0,temperature,degC,alkenone,,year,Pages2kTemperature,LPD68872399
103,Asi-CHIN006.Sheppard.2013,tree,36.3,98.08,1750.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_048
105,NAm-MedusaBay.Buckley.2003,tree,56.9,-61.5,25.0,trsgi,,TRW,,year,Pages2kTemperature,NAm_1564
106,Ant-WAIS-Divide.Severinghaus.2012,borehole,-79.463,-112.125,1766.0,temperature,degC,borehole,,year,Pages2kTemperature,LPDb9285123
107,NAm-DenaliNationalPark.Schweingruber.1996,tree,63.7,-149.6,750.0,MXD,,MXD,,year,Pages2kTemperature,NAm_088
108,NAm-DarkLake.Gajewski.1988,lake sediment,45.3,-91.5,334.0,temperature,degC,pollen,,year,Pages2kTemperature,NAm_3810
109,NAm-FrenchGlacier.Colenutt.1995,tree,50.8,-115.3,2300.0,trsgi,,TRW,,year,Pages2kTemperature,NAm_1852
110,Ocn-Miyanohama.Felis.2009,coral,27.1059,142.1941,-5.6,Sr_Ca,mmol/mol,Sr/Ca,,year,Pages2kTemperature,Ocean2kHR_164
112,Asi-INDI025.Borgaonkar.2013,tree,10.18,76.87,3200.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_105
113,Asi-MONG014.Jacoby.2013,tree,47.43,100.42,4100.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_158
114,Asi-KYRG007.Esper.2007,tree,40.17,72.58,4200.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_125
116,Ocn-CoralSea.Calvo.2007,coral,-17.73,148.43,-5.0,Sr_Ca,mmol/mol,Sr/Ca,,year,Pages2kTemperature,Ocean2kHR_194
117,Eur-Tallinn.Tarand.2001,documents,59.4,24.75,10.0,temperature,degC,historic,,year,Pages2kTemperature,Eur_026
118,Ocn-MD98-2160.Newton.2010,marine sediment,-5.2012,117.4867,-1185.0,temperature,degC,foram Mg/Ca,,year,Pages2kTemperature,LPD7e8e8eaa
119,Asi-CHIN064.Shao.2013,tree,36.68,98.42,3000.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_098
120,Ocn-HoutmanAbrolhos.Kuhnert.1999,coral,-28.47,113.77,-5.0,d18O,permil,d18O,,year,Pages2kTemperature,Ocean2kHR_023
122,Ocn-WestSpitzberg.Bonnet.2010,marine sediment,78.96,5.885,-1497.0,temperature,degC,dynocist MAT,,year,Pages2kTemperature,LPD995c6f3c
123,Asi-UULLWD.Schweingruber.2002,tree,50.48,87.65,2150.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_015
124,Ocn-EmeraldBasin.Keigwin.2003,marine sediment,45.89,-62.8,-250.0,temperature,degC,alkenone,,year,Pages2kTemperature,O2kLR_074
125,SAm-LagunaAculeo.vonGunten.2009,lake sediment,-33.85,-70.92,355.0,temperature,degC,reflectance,,year,Pages2kTemperature,SAm_0243
126,Asi-CHIN048.Brauning.2013,tree,30.3,91.52,700.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_224
127,NAm-BorealPlateau.Graumlich.2005,tree,36.3,-118.3,3420.0,trsgi,,TRW,,year,Pages2kTemperature,NAm_868
129,NAm-ClearPond.Gajewski.1988,lake sediment,33.8,-79.0,513.0,temperature,degC,pollen,,year,Pages2kTemperature,NAm_3804
130,Asi-UULTRW.Schweingruber.2002,tree,50.48,87.65,2150.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_011
131,Ocn-FiskBasin.Richey.2009,marine sediment,27.55,-93.93,-817.0,temperature,degC,foram Mg/Ca,,year,Pages2kTemperature,LPD57d40973
132,Asi-CHIN060.Shao.2013,tree,37.32,98.4,3980.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_094
133,NAm-FishCreekTrail.Biondi.2001,tree,34.1,-116.8,2890.0,trsgi,,TRW,,year,Pages2kTemperature,NAm_808
134,Ocn-Rarotonga_d18O99.Linsley.2006,coral,-21.2378,-159.8278,-18.0,d18O,permil,d18O,,year,Pages2kTemperature,Ocean2kHR_152
135,Asi-MONG026.Jacoby.2010,tree,46.82,100.12,4400.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_151
137,Asi-INDI024.Borgaonkar.2013,tree,31.37,78.17,3150.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_107
138,Asi-GOUQIN.PAGES2k.2013,tree,34.73,100.8,1750.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_044
139,Asi-CHIN059.Shao.2013,tree,33.8,96.13,3400.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_093
140,Asi-KAZ001.Solomina.2010,tree,43.35,77.35,4300.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_134
141,Eur-CentralandEasternPyrenees.Pla.2004,lake sediment,42.5,0.75,2280.0,temperature,degC,chrysophyte,,year,Pages2kTemperature,Eur_024
142,NAm-SunshineMeadows.Colenutt.1995,tree,51.1,-115.8,2250.0,MXD,,MXD,,year,Pages2kTemperature,NAm_2056
143,Asi-UKHMXD.Schweingruber.2002,tree,50.15,85.37,1750.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_024
144,Ocn-HoutmanAbrolhosHAB10A.Zinke.2014,coral,-28.4589,113.749,-8.0,d18O,permil,d18O,,year,Pages2kTemperature,Ocean2kHR_026
145,Ocn-HoutmanAbrolhosHAB10A.Zinke.2014,coral,-28.4589,113.749,-8.0,Sr_Ca,mmol/mol,Sr/Ca,,year,Pages2kTemperature,Ocean2kHR_027
146,NAm-ScatterLake.Graumlich.2003,tree,48.3,-120.3,2100.0,trsgi,,TRW,,year,Pages2kTemperature,NAm_3376
147,Asi-NEPA010.Krusic.2013,tree,27.7,86.45,3700.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_168
148,Asi-SourthAndMiddleUrals.Demezhko.2007,borehole,55.0,59.5,1900.0,temperature,degC,borehole,,year,Pages2kTemperature,Asia_230
149,Asi-PAKI039.Cook.2013,tree,35.0,70.78,3750.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_213
150,Ocn-ImperieuseRowleyShoals.Cooper.2012,coral,-17.5167,118.9667,-6.0,composite,percent,calcification rate,,year,Pages2kTemperature,LPD24dd89b2
151,Asi-MONG029.Jacoby.2010,tree,49.87,91.43,1700.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_154
152,NAm-FlintCreekRange.Hughes.2005,tree,46.3,-113.2,2645.0,trsgi,,TRW,,year,Pages2kTemperature,NAm_2812
153,Ocn-Rarotonga_d18O3R.Linsley.2006,coral,-21.2378,-159.8278,-10.0,d18O,permil,d18O,,year,Pages2kTemperature,Ocean2kHR_150
154,Asi-KYRG015.Solomina.2013,tree,42.15,79.45,2200.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_138
155,NAm-SignalMountain.Luckman.2001,tree,52.9,-118.0,2050.0,trsgi,,TRW,,year,Pages2kTemperature,NAm_2260
156,Arc-Tjeggelvas.Bjorklund.2012,tree,66.6,17.6,520.0,density,,delta Density,,year,Pages2kTemperature,Arc_059
157,Asi-UKHEWD.Schweingruber.2002,tree,50.15,85.37,1750.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_021
158,Eur-CentralEurope.Dobrovolny.2009,documents,49.0,13.0,,temperature,degC,Documentary,,year,Pages2kTemperature,Eur_022
159,Arc-Indigirka.Hughes.1999,tree,69.5,147.0,80.0,trsgi,,TRW,,year,Pages2kTemperature,Arc_016
160,Asi-WXIYUN.Wright.2010,tree,27.33,99.3,1750.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_042
161,NAm-wa071.Peterson.1994,tree,48.7,-120.7,1925.0,trsgi,,TRW,,year,Pages2kTemperature,NAm_3400
162,Ocn-AlboranSea436B.Nieto-Moreno.2013,marine sediment,36.2053,-4.3133,-1108.0,temperature,degC,alkenone,,year,Pages2kTemperature,LPD0e0867fe
163,Ocn-ChileanMargin.Lamy.2002,marine sediment,-41.0,-74.45,-852.0,temperature,degC,alkenone,,year,Pages2kTemperature,O2kLR_187
164,Asi-MONG002.Jacoby.2013,tree,47.77,107.0,5900.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_152
165,NAm-VicaryMine.Sauchyn.2016,tree,49.8,-114.5,1909.0,trsgi,,TRW,,year,Pages2kTemperature,NAm_3280
166,NAm-FirthRiver.Anchukaitis.2013,tree,68.7,-141.6,790.0,MXD,,MXD,,year,Pages2kTemperature,NAm_3772
167,Ocn-TurrumoteReefPuertoRico.Kilbourne.2008,coral,17.93,-67.0,-5.0,Sr_Ca,mmol/mol,Sr/Ca,,year,Pages2kTemperature,Ocean2kHR_100
168,Ocn-TurrumoteReefPuertoRico.Kilbourne.2008,coral,17.93,-67.0,-5.0,d18O,permil,d18O,,year,Pages2kTemperature,Ocean2kHR_099
169,Asi-PAKI017.Cook.2013,tree,35.33,74.8,3300.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_184
171,Eur-TatraMountains.Buentgen.2013,tree,49.0,20.0,1000.0,trsgi,,TRW,,year,Pages2kTemperature,Eur_015
172,Ocn-Clipperton4b.Wu.2014,coral,10.2773,-109.2131,-13.0,Sr_Ca,mmol/mol,Sr/Ca,,year,Pages2kTemperature,Ocean2kHR_187
173,NAm-LacRomanel.Schweingruber.1996,tree,56.2,-67.7,1000.0,MXD,,MXD,,year,Pages2kTemperature,NAm_1024
174,NAm-LacRomanel.Schweingruber.1996,tree,56.2,-67.7,1000.0,trsgi,,TRW,,year,Pages2kTemperature,NAm_1012
175,NAm-GeraldineLakes.Luckman.2001,tree,52.6,-117.9,2000.0,trsgi,,TRW,,year,Pages2kTemperature,NAm_2152
176,Asi-EastChina.Wang.1990,documents,30.0,117.5,2600.0,temperature,index,historic,,year,Pages2kTemperature,Asia_317
177,Asi-WEXYUN.Wright.2010,tree,27.33,99.3,3800.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_073
178,Eur-SpannagelCave.Mangini.2005,speleothem,47.1,11.6,2347.0,d18O,permil,d18O,,year,Pages2kTemperature,Eur_001
179,NAm-GranitePassHuntMountain.Briffa.1996,tree,44.8,-107.9,2820.0,MXD,,MXD,,year,Pages2kTemperature,NAm_3676
180,Asi-JAPA017.Yasue.2013,tree,30.37,130.53,3500.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_118
181,NAm-RockGlacierYukon.Kenigsberg.2013,tree,61.4,-128.4,1450.0,trsgi,,TRW,,year,Pages2kTemperature,NAm_1972
182,NAm-HighwoodPass.Luckman.2001,tree,50.6,-115.0,2250.0,trsgi,,TRW,,year,Pages2kTemperature,NAm_2164
183,NAm-BigWhite2.Wilson.2005,tree,49.7,-118.9,2000.0,trsgi,,TRW,,year,Pages2kTemperature,NAm_1660
184,NAm-BigWhite2.Wilson.2005,tree,49.7,-118.9,2000.0,MXD,,MXD,,year,Pages2kTemperature,NAm_1672
185,Asi-Puruogangri.Thompson.2006,glacier ice,33.9167,89.0833,6070.0,d18O,permil,d18O,,year,Pages2kTemperature,Asia_305
186,Asi-MONG030.Jacoby.2010,tree,49.38,94.88,4200.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_156
187,Eur-MaritimeFrenchAlps.Buentgen.2012,tree,44.0,7.5,2100.0,trsgi,,TRW,,year,Pages2kTemperature,Eur_019
188,Asi-KYRG013.Solomina.2013,tree,42.15,79.47,320.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_136
189,Ocn-CH07-98-MC-22.Saenger.2011,marine sediment,32.784,-76.276,-1895.0,temperature,degC,foram Mg/Ca,,year,Pages2kTemperature,LPDa03ec713
190,Asi-UKHTRW.Schweingruber.2002,tree,50.15,85.37,1750.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_018
191,Ocn-AqabaJordanAQ19.Heiss.1999,coral,29.42,34.97,-1.0,d18O,permil,d18O,,year,Pages2kTemperature,Ocean2kHR_016
192,Aus-CTPEastTasmania.Allen.2001,tree,-41.31,147.75,750.0,trsgi,,TRW,,year,Pages2kTemperature,Aus_015
193,Ocn-UrvinaBay.Dunbar.1994,coral,-0.4,-91.23,-1.5,d18O,permil,d18O,,year,Pages2kTemperature,Ocean2kHR_173
194,Asi-PAKI020.Cook.2013,tree,35.68,71.63,3000.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_190
195,Asi-UULMXD.Schweingruber.2002,tree,50.48,87.65,2150.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_017
196,NAm-RubyLake.Gajewski.1988,lake sediment,45.3,-91.5,335.0,temperature,degC,pollen,,year,Pages2kTemperature,NAm_3816
197,Asi-KYRG002.Esper.2007,tree,40.17,72.58,3720.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_121
198,Asi-MONG015.Jacoby.2013,tree,48.17,99.87,3200.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_148
199,NAm-CeaderBreaks.Briffa.1996,tree,37.6,-113.9,3120.0,MXD,,MXD,,year,Pages2kTemperature,NAm_3244
200,Asi-CHIN041.Fan.2013,tree,27.88,98.4,2900.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_083
202,Ocn-BundegireefNingaloo.Cooper.2012,coral,-21.8333,114.1833,-6.0,composite,percent,calcification rate,,year,Pages2kTemperature,LPDaa786707
203,Asi-KYRG011.Shiyatov.2013,tree,39.83,71.5,4400.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_129
204,Asi-CHIN029.Krusic.2010,tree,43.85,93.3,4150.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_064
205,Ocn-FeniDrift.Richter.2009,marine sediment,55.5,-13.9,-2543.0,temperature,degC,foram Mg/Ca,,year,Pages2kTemperature,LPD47182517
206,Asi-PAKI024.Cook.2013,tree,35.03,74.58,1830.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_194
207,Ocn-MentawaiIslands.Abram.2008,coral,-0.13,98.52,-6.0,d18O,permil,d18O,,year,Pages2kTemperature,Ocean2kHR_010
208,Ocn-WesternSvalbard.Spielhagen.2011,marine sediment,78.91,6.77,-1491.0,temperature,degC,planktonic foraminifera,,year,Pages2kTemperature,O2kLR_007
209,Asi-JAPA015.Yasue.2013,tree,43.22,145.47,3780.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_113
210,NAm-SiberianOutpostView.Bunn.2010,tree,36.5,-118.3,3500.0,trsgi,,TRW,,year,Pages2kTemperature,NAm_052
211,Asi-PAKI033.Cook.2013,tree,35.5,74.75,3600.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_207
212,NAm-BigWhite.Parish.2000,tree,49.9,-118.9,1700.0,trsgi,,TRW,,year,Pages2kTemperature,NAm_1384
213,Ocn-AbrahamReef.Druffel.1999,coral,-22.1,153.0,-2.5,d18O,permil,d18O,,year,Pages2kTemperature,Ocean2kHR_167
214,Aus-PinkPine.Duncan.2010,tree,-43.0,171.0,640.0,trsgi,,TRW,,year,Pages2kTemperature,Aus_062
215,NAm-CarltonRidge.Kipfmuller.2008,tree,46.7,-114.2,2614.0,trsgi,,TRW,,year,Pages2kTemperature,NAm_004
216,Ocn-FloridaBay.Swart.1996,coral,24.93,-80.75,-3.0,d18O,permil,d18O,,year,Pages2kTemperature,Ocean2kHR_116
217,Ocn-ClerkeReefRowleyShoals.Cooper.2012,coral,-17.2667,119.3667,-6.0,composite,percent,calcification rate,,year,Pages2kTemperature,LPDe1fb72db
218,NAm-LakeoftheClouds.Gajewski.1988,lake sediment,48.0,-91.0,462.0,temperature,degC,pollen,,year,Pages2kTemperature,NAm_3851
219,Asi-MONG027.Jacoby.2010,tree,46.32,101.32,300.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_140
220,Asi-UKHLWD.Schweingruber.2002,tree,50.15,85.37,1750.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_022
221,NAm-CraterLakeNE.Briffa.2002,tree,43.0,-122.2,2200.0,MXD,,MXD,,year,Pages2kTemperature,NAm_3100
222,NAm-Nakiska.Luckman.2001,tree,50.9,-115.2,2120.0,trsgi,,TRW,,year,Pages2kTemperature,NAm_2212
223,Ocn-MD98-2177.Newton.2010,marine sediment,1.4033,119.078,-968.0,temperature,degC,foram Mg/Ca,,year,Pages2kTemperature,LPD30c5b95c
224,NAm-SnowBowlSanFranciscoPeak.Briffa.2002,tree,35.4,-110.2,3150.0,MXD,,MXD,,year,Pages2kTemperature,NAm_520
225,Aus-BuckleysChance.Buckley.1997,tree,-42.27,145.87,900.0,trsgi,,TRW,,year,Pages2kTemperature,Aus_010
226,NAm-EagleFecal_PtarmiganMerge.Jacoby.2011,tree,69.5,-127.8,500.0,MXD,,MXD,,year,Pages2kTemperature,NAm_1816
227,SAm-LagunaEscondida.Elbert.2013,lake sediment,-45.5167,-71.8167,725.0,temperature,degC,BSi,,year,Pages2kTemperature,SAm_032
228,NAm-YellowMountainRidge.King.2002,tree,45.3,-111.3,2500.0,trsgi,,TRW,,year,Pages2kTemperature,NAm_2776
229,Asi-QUMAJP.PAGES2k.2013,tree,33.8,96.13,3400.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_067
230,Aus-MtRead.Cook.2006,tree,-41.83,145.53,900.0,temperature,degC,TRW,,year,Pages2kTemperature,Aus_041
231,Asi-PTCYUN.PAGES2k.2013,tree,27.37,99.37,3800.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_072
232,Asi-KYRG008.Shiyatov.2013,tree,40.2,72.58,4100.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_126
234,Ocn-BermudaSouthShore.Goodkin.2008,coral,30.6486,-64.9888,-16.0,Sr_Ca,mmol/mol,Sr/Ca,,year,Pages2kTemperature,Ocean2kHR_095
235,NAm-Athabasca.Schweingruber.1996,tree,51.4,-117.3,2000.0,MXD,,MXD,,year,Pages2kTemperature,NAm_1468
236,Asi-MONG028.Jacoby.2010,tree,48.83,111.68,1700.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_153
237,Asi-CHIN053.Shao.2013,tree,37.43,98.05,4600.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_087
238,NAm-STREC.Gennaretti.2014,tree,54.21,-71.35,500.0,temperature,degC,TRW,,year,Pages2kTemperature,NAm_3796
240,Asi-CHIN037.Fan.2013,tree,27.58,99.35,100.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_079
241,Asi-KYRG005.Esper.2007,tree,40.17,72.58,3950.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_124
242,Ocn-ODP984.Came.2007,marine sediment,61.43,-24.085,-1648.0,temperature,degC,foram Mg/Ca,,year,Pages2kTemperature,LPDbd07f717
243,Asi-UULEWD.Schweingruber.2002,tree,50.48,87.65,2150.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_014
244,NAm-NabesnaMine.Jacoby.2003,tree,62.4,-143.1,1167.0,trsgi,,TRW,,year,Pages2kTemperature,NAm_292
245,NAm-NabesnaMine.Jacoby.2003,tree,62.4,-143.1,1167.0,MXD,,MXD,,year,Pages2kTemperature,NAm_304
246,Asi-Guliya.Thompson.1997,glacier ice,35.28,81.48,6200.0,d18O,permil,d18O,,year,Pages2kTemperature,Asia_247
247,Asi-RANGCD.PAGES2k.2013,tree,33.08,76.43,3240.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_103
248,Asi-CHIN016.Li.2010,tree,31.78,101.92,3900.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_071
249,Eur-RAPiD-17-5P.Moffa-Sanchez.2014,marine sediment,61.48,-19.53,-2303.0,d18O,permil,d18O,,year,Pages2kTemperature,Eur_009
250,NAm-PikePeaks.Harlan.1996,tree,39.3,-105.0,3600.0,trsgi,,TRW,,year,Pages2kTemperature,NAm_2476
251,NAm-PikePeaks.Harlan.1996,tree,39.3,-105.0,3600.0,MXD,,MXD,,year,Pages2kTemperature,NAm_2488
252,Asi-MONG031.Jacoby.2010,tree,48.25,97.4,3010.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_161
253,NAm-Nadahini.Luckman.2013,tree,59.8,-136.6,915.0,trsgi,,TRW,,year,Pages2kTemperature,NAm_1936
254,Asi-Fujian.Wang.1998,documents,24.0,121.0,3700.0,temperature,index,historic,,year,Pages2kTemperature,Asia_321
255,NAm-SunwaptaPass.Schweingruber.1996,tree,52.3,-117.0,2000.0,MXD,,MXD,,year,Pages2kTemperature,NAm_1216
256,NAm-SunwaptaPass.Schweingruber.1996,tree,52.3,-117.0,2000.0,trsgi,,TRW,,year,Pages2kTemperature,NAm_1204
257,NAm-McGinnisTrail.Wiles.2013,tree,58.4,-134.6,757.0,trsgi,,TRW,,year,Pages2kTemperature,NAm_424
258,Eur-LakeSilvaplana.Trachsel.2010,lake sediment,46.5,9.8,1791.0,temperature,degC,reflectance,,year,Pages2kTemperature,Eur_002
259,Asi-CHIN057.Shao.2013,tree,34.47,110.08,4900.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_091
260,NAm-AthabascaGlacier2.Luckman.2005,tree,52.2,-117.2,2000.0,MXD,,MXD,,year,Pages2kTemperature,NAm_2080
261,NAm-AthabascaGlacier2.Luckman.2005,tree,52.2,-117.2,2000.0,trsgi,,TRW,,year,Pages2kTemperature,NAm_2068
262,NAm-SheepTrail.Brown.2005,tree,41.4,-106.2,3235.0,MXD,,MXD,,year,Pages2kTemperature,NAm_3724
263,NAm-SheepTrail.Brown.2005,tree,41.4,-106.2,3235.0,trsgi,,TRW,,year,Pages2kTemperature,NAm_3712
264,NAm-SmallRiver.Luckman.2001,tree,53.2,-119.5,1900.0,trsgi,,TRW,,year,Pages2kTemperature,NAm_2272
266,Ocn-GulfofGuinea.Weldeab.2007,marine sediment,2.5,9.38,-1295.0,temperature,degC,foram Mg/Ca,,year,Pages2kTemperature,LPD9cc3baf6
267,NAm-BlanchardRiver.Luckman.2013,tree,59.9,-136.8,931.0,trsgi,,TRW,,year,Pages2kTemperature,NAm_1924
268,Asi-KYRG012.Solomina.2013,tree,42.2,79.05,4000.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_135
269,NAm-BakerLake.Hughes.2005,tree,45.9,-114.3,2680.0,MXD,,MXD,,year,Pages2kTemperature,NAm_2800
270,NAm-BakerLake.Hughes.2005,tree,45.9,-114.3,2680.0,trsgi,,TRW,,year,Pages2kTemperature,NAm_2788
271,NAm-VancouverCyprusProvincialPark.Briffa.1996,tree,49.4,-123.1,1110.0,MXD,,MXD,,year,Pages2kTemperature,NAm_1312
272,Ocn-LaurentianFan.Keigwin.2005,marine sediment,43.48,-54.87,-3975.0,temperature,degC,alkenone,,year,Pages2kTemperature,O2kLR_030
273,NAm-DonJekRiverBridge.Schweingruber.1996,tree,61.7,-139.7,750.0,MXD,,MXD,,year,Pages2kTemperature,NAm_1072
274,Ant-SiteDML07.Graf.2002,glacier ice,-75.58,-3.43,2680.0,d18O,permil,d18O,,year,Pages2kTemperature,Ant_006
275,Asi-CHIN021.Li.2010,tree,28.98,99.93,2150.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_039
276,Ocn-HoutmanAbrolhosIslands.Cooper.2012,coral,-28.4667,113.7667,-6.0,composite,percent,calcification rate,,year,Pages2kTemperature,LPD378db911
277,Arc-HalletLake.McKay.2008,lake sediment,61.5,-146.2,1128.0,temperature,degC,BSi,,year,Pages2kTemperature,Arc_073
278,Ocn-Palmyra.Nurhati.2011,coral,5.87,-162.13,-10.0,Sr_Ca,mmol/mol,Sr/Ca,,year,Pages2kTemperature,Ocean2kHR_161
279,Asi-CHIN050.Shao.2013,tree,37.47,97.23,6700.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_084
281,Asi-UKHMND.Schweingruber.2002,tree,50.15,85.37,1750.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_023
282,Ocn-SouthChinaSea.Zhao.2006,marine sediment,8.73,109.869,-1598.0,temperature,degC,alkenone,,year,Pages2kTemperature,LPD44b374e7
283,Ocn-SubTropicalEasternNorthAtlantic.deMenocal.2000,marine sediment,20.75,-18.5833,-2263.0,temperature,degC,planktonic foraminifera,,year,Pages2kTemperature,O2kLR_082
284,Asi-KYRG010.Shiyatov.2013,tree,40.17,72.62,3000.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_128
285,Asi-Hunan-Jiangsu.Zhang.1980,documents,28.0,116.5,2300.0,temperature,index,historic,,year,Pages2kTemperature,Asia_328
286,Ocn-CoralBayNingaloo.Cooper.2012,coral,-23.0333,113.8167,-6.0,composite,percent,calcification rate,,year,Pages2kTemperature,LPD3100fe0a
287,NAm-TamarackBowl.Sauchyn.2016,tree,49.3,-114.4,1838.0,trsgi,,TRW,,year,Pages2kTemperature,NAm_3184
289,Asi-KYRG004.Esper.2007,tree,40.17,72.58,4200.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_123
290,Asi-JAPA020.Kimura.2013,tree,30.33,130.5,3800.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_111
291,Asi-CHIN040.Fan.2013,tree,28.03,98.98,3500.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_082
292,Asi-SHIESP.PAGES2k.2013,tree,39.83,71.5,1350.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_132
