,dataSetName,archiveType,geo_meanLat,geo_meanLon,geo_meanElev,paleoData_variableName,paleoData_units,paleoData_proxy,paleoData_proxyGeneral,time_variableName,compilationName,TSID
572,SAm-CentralAndes15.Neukom.2014,tree,-41.17,-71.92,1300.0,trsgi,,TRW,,year,Pages2kTemperature,SAm_010
573,Asi-CHIN020.Li.2010,tree,30.23,100.27,2150.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_038
574,Asi-INDO005.D'Arrigo.2010,tree,-5.5,122.8,4200.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_101
575,Ocn-Nauru.Guilderson.1999,coral,-0.533,166.9283,-14.0,d18O,permil,d18O,,year,Pages2kTemperature,Ocean2kHR_179
576,Asi-CHIN045.Brauning.2013,tree,29.62,94.67,2300.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_223
577,Ocn-AlboranSea384B.Nieto-Moreno.2013,marine sediment,35.986,-4.7496,-1022.0,temperature,degC,alkenone,,year,Pages2kTemperature,LPDasan2012
578,Ocn-SavusavuBay1F.Linsley.2006,coral,-16.8167,179.2333,-10.0,Sr_Ca,mmol/mol,Sr/Ca,,year,Pages2kTemperature,Ocean2kHR_158
581,Asi-CHIN017.Li.2010,tree,28.9,99.75,3500.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_070
582,Asi-MONG019.Jacoby.2010,tree,47.1,90.97,1100.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_143
583,NAm-GraniteMountain.Graumlich.2003,tree,47.3,-121.3,1530.0,trsgi,,TRW,,year,Pages2kTemperature,NAm_3352
584,Asi-CHIN039.Fan.2013,tree,28.03,99.02,3400.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_081
585,Arc-Laanila.Lindholm.2013,tree,68.4917,27.3333,265.0,MXD,,MXD,,year,Pages2kTemperature,NPMlaanila2
586,Asi-MONG024.Jacoby.2010,tree,48.5,88.5,3000.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_149
587,NAm-Bennington.Luckman.2001,tree,52.7,-118.3,1850.0,trsgi,,TRW,,year,Pages2kTemperature,NAm_2092
588,Arc-CampCentury.Fisher.1969,glacier ice,77.17,-61.13,1880.0,d18O,permil,d18O,,year,Pages2kTemperature,Arc_005
589,NAm-YosemiteParkEEingang.Briffa.1996,tree,37.8,-119.3,3000.0,MXD,,MXD,,year,Pages2kTemperature,NAm_760
590,Ocn-CapeGhir.McGregor.2007,marine sediment,30.845,-10.0983,-355.0,temperature,degC,alkenone,,year,Pages2kTemperature,LPD84ab67b9
591,Asi-SANGTS.PAGES2k.2013,tree,33.65,107.8,3750.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_063
592,Asi-UKHLWW.Schweingruber.2002,tree,50.15,85.37,1750.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_020
593,Arc-LakeE.D'Andrea.2011,lake sediment,67.0,-50.7,170.0,temperature,degC,alkenone,,year,Pages2kTemperature,Arc_079
595,SAm-CentralAndes11.PAGES2k.2011,tree,-40.1,-72.05,800.0,trsgi,,TRW,,year,Pages2kTemperature,can1101
596,Ocn-GarrisonBasin.Richey.2009,marine sediment,26.68,-93.93,-1570.0,temperature,degC,foram Mg/Ca,,year,Pages2kTemperature,O2kLR_017
597,Asi-TDBXJP.PAGES2k.2013,tree,34.78,100.82,200.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_057
598,Asi-PAKI028.Cook.2013,tree,35.4,74.12,2880.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_199
599,Asi-RUSS219.Jacoby.2010,tree,43.88,145.6,3920.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_110
600,Ocn-MaloChannelEspirituSantoIsland.Kilbourne.2004,coral,-15.7,167.2,-1.5,Sr_Ca,mmol/mol,Sr/Ca,,year,Pages2kTemperature,Ocean2kHR_175
602,Arc-LakeHamptraesk.Luoto.2009,lake sediment,60.28,25.42,29.0,temperature,degC,midge,,year,Pages2kTemperature,Arc_048
603,Asi-JAPA019.Sano.2013,tree,33.73,133.12,3700.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_120
604,Eur-SpanishPyrenees.Dorado-Linan.2012,tree,42.5,1.0,1200.0,trsgi,,TRW,,year,Pages2kTemperature,Eur_020
605,NAm-TwistedTreeHeartrotHill.Jacoby.1989,tree,65.0,-138.3,915.0,trsgi,,TRW,,year,Pages2kTemperature,NAm_1420
606,Asi-NEPA036.Krusic.2013,tree,27.73,87.2,2300.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_177
607,NAm-SpruceCreek.Church.1981,tree,68.6,-138.6,381.0,trsgi,,TRW,,year,Pages2kTemperature,NAm_940
608,Asi-DEZQIN.PAGES2k.2013,tree,34.75,100.82,1750.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_043
609,Eur-FinnishLakelands.Helama.2014,tree,62.0,28.325,130.0,temperature,degC,MXD,,year,Pages2kTemperature,Eur_005
610,Eur-Seebergsee.Larocque-Tobler.2012,lake sediment,46.15,7.5,1830.0,temperature,degC,midge,,year,Pages2kTemperature,Eur_007
611,Asi-PAKI006.Esper.2007,tree,36.33,74.03,3500.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_195
612,Ocn-HaferaIsland.Wu.2013,coral,-19.9333,-174.7167,-10.0,Sr_Ca,mmol/mol,Sr/Ca,,year,Pages2kTemperature,Ocean2kHR_159
613,Eur-NorthernScandinavia.Esper.2012,tree,68.0,25.0,300.0,MXD,,MXD,,year,Pages2kTemperature,Eur_014
614,Asi-ZHIDJP.Shao.2003,tree,33.72,96.28,3800.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_068
615,NAm-Pintlers.Littell.2011,tree,46.0,-113.4,2700.0,trsgi,,TRW,,year,Pages2kTemperature,NAm_2824
616,NAm-SewardComposite.D'Arrigo.2006,tree,65.2,-162.3,100.0,trsgi,,TRW,,year,Pages2kTemperature,NAm_448
617,NAm-SewardComposite.D'Arrigo.2006,tree,65.2,-162.3,100.0,MXD,,MXD,,year,Pages2kTemperature,NAm_460
618,Asi-KERALA.PAGES2k.2013,tree,10.0,76.67,3100.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_106
619,Asi-JAPA013.Yasue.1997,tree,44.35,142.18,3700.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_112
620,NAm-HerringAlpine.Fritts.1995,tree,60.4,-147.8,275.0,trsgi,,TRW,,year,Pages2kTemperature,NAm_064
621,Ocn-MakassarStrait.Linsley.2010,marine sediment,-7.4,115.2,-594.0,temperature,degC,foram Mg/Ca,,year,Pages2kTemperature,O2kLR_135
622,Asi-PAKI009.Esper.2007,tree,36.58,75.08,1500.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_202
623,NAm-HartsPassN2.Peterson.1994,tree,48.7,-120.7,2000.0,trsgi,,TRW,,year,Pages2kTemperature,NAm_3412
624,Asi-HEBQIN.PAGES2k.2013,tree,34.73,100.78,1750.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_045
625,Arc-Kittelfjall.Bjorklund.2012,tree,65.2,15.5,550.0,density,,delta Density,,year,Pages2kTemperature,Arc_057
626,Ocn-PuntaMaroma.Vasquez-Bedoya.2012,coral,20.83,-86.74,-3.1,calcification,mm/yr,calcification,,year,Pages2kTemperature,Ocean2kHR_131
627,NAm-EurekaSummit.Schweingruber.1996,tree,61.8,-147.3,960.0,MXD,,MXD,,year,Pages2kTemperature,NAm_160
628,NAm-EurekaSummit.Schweingruber.1996,tree,61.8,-147.3,960.0,trsgi,,TRW,,year,Pages2kTemperature,NAm_148
629,Asi-EastChina.Wang.1998,documents,34.0,120.0,3300.0,temperature,index,historic,,year,Pages2kTemperature,Asia_318
630,Asi-CHIN062.Shao.2013,tree,37.03,98.67,3700.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_096
631,Asi-UULEWW.Schweingruber.2002,tree,50.48,87.65,2150.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_012
634,NAm-SanFrancisoPeaksUpdate.Graybill.2005,tree,35.3,-111.4,3535.0,trsgi,,TRW,,year,Pages2kTemperature,NAm_040
635,Asi-MONG032.Jacoby.2010,tree,46.52,100.95,3600.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_164
636,Eur-Stockholm.Leijonhufvud.2009,documents,59.32,18.06,10.0,temperature,degC,historic,,year,Pages2kTemperature,Eur_006
637,NAm-CameronPass.Bigler.2007,tree,40.6,-105.8,3100.0,trsgi,,TRW,,year,Pages2kTemperature,NAm_2596
638,Asi-TDAXJP.PAGES2k.2013,tree,34.78,100.8,,trsgi,,TRW,,year,Pages2kTemperature,Asia_056
639,Asi-MONG016.Jacoby.2010,tree,48.6,88.37,880.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_139
640,Arc-AkademiiNaukIceCap.Opel.2013,glacier ice,80.52,94.82,750.0,d18O,permil,d18O,,year,Pages2kTemperature,Arc_089
641,Asi-CHIN004.Wu.2013,tree,34.48,110.08,4050.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_062
642,Asi-ESPPAK.PAGES2k.2013,tree,35.17,75.5,2000.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_183
643,NAm-PethaiPeninsula.Schweingruber.1996,tree,62.7,-111.0,1400.0,MXD,,MXD,,year,Pages2kTemperature,NAm_976
644,Ocn-NorthEastBreakers_Bermuda.Kuhnert.2005,coral,32.467,-64.7,-12.0,Sr_Ca,mmol/mol,Sr/Ca,,year,Pages2kTemperature,Ocean2kHR_106
646,Afr-ColdAirCave.Sundqvist.2013,speleothem,-24.0,29.18,1450.0,d18O,permil,d18O,,year,Pages2kTemperature,Africa_001
647,NAm-TogwateePass.Briffa.1996,tree,43.7,-110.1,2820.0,MXD,,MXD,,year,Pages2kTemperature,NAm_3700
648,NAm-TogwateePass.Briffa.1996,tree,43.7,-110.1,2820.0,trsgi,,TRW,,year,Pages2kTemperature,NAm_3688
649,NAm-Hilda.Kavanagh.2000,tree,52.2,-117.2,2200.0,trsgi,,TRW,,year,Pages2kTemperature,NAm_2176
650,NAm-PyramidMountain.Luckman.2001,tree,53.0,-118.2,2000.0,trsgi,,TRW,,year,Pages2kTemperature,NAm_2236
651,Asi-PAKI001.Esper.2007,tree,36.03,74.58,3200.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_186
652,Asi-PAKI014.Esper.2007,tree,35.17,75.5,3100.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_210
653,Ocn-TongueoftheOcean.Rosenheim.2005,sclerosponge,23.504,-76.577,-143.0,Sr_Ca,mmol/mol,Sr/Ca,,year,Pages2kTemperature,Ocean2kHR_115
654,Ocn-TongueoftheOcean.Rosenheim.2005,sclerosponge,23.504,-76.577,-143.0,d18O,permil,d18O,,year,Pages2kTemperature,Ocean2kHR_114
655,Asi-CHIN066.Shao.2013,tree,33.72,96.28,3500.0,trsgi,,TRW,,year,Pages2kTemperature,Asia_100
